ref,title,price,image,quantity,size,chain_size,amazonite,amethyst,amethysts,aquamarines,aventurine,black ceramic,black lacquer,bracelets,brown diamonds,carnelian,carnelians,ceramic,chrysoprase,chrysoprases,citrine,coral,diamond,diamonds,earrings,emeralds,garnets,gray mother_of_pearl,lacquer,lapis lazuli,malachite,mother_of_pearl,necklaces,non_rhodiumized white gold,obsidians,onyx,pearl,peridots,pink gold,pink sapphire,pink sapphires,platinum,rings,rubies,sapphire,sapphires,spessartite garnet,spinels,tsavorite garnet,tsavorite garnets,white gold,white mother_of_pearl,yellow gold
 B6063017,Diamants Légers bracelet,1750,https://www.cartier.com/content/dam/rcq/car/13/86/10/8/1386108.png,5,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6063117,Diamants Légers bracelet,1870,https://www.cartier.com/content/dam/rcq/car/58/40/14/584014.png,44,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 H6012717,Reflection de Cartier bracelet,148000,https://www.cartier.com/content/dam/rcq/car/10/58/51/1/1058511.png,12,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6038000,Logo bracelet,1810,https://www.cartier.com/content/dam/rcq/car/58/56/67/585667.png,8,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6713317,Etincelle de Cartier bracelet,33500,https://www.cartier.com/content/dam/rcq/car/18/12/34/6/1812346.png,30,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 HP600115,Etincelle de Cartier bracelet,103000,https://www.cartier.com/content/dam/rcq/car/13/68/12/3/1368123.png,6,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 H6019817,Reflection de Cartier bracelet,263000,https://www.cartier.com/content/dam/rcq/car/16/29/22/1/1629221.png,31,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6048217,Juste un Clou bracelet,6800,https://www.cartier.com/content/dam/rcq/car/59/08/02/590802.png,44,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6048117,Juste un Clou bracelet,6800,https://www.cartier.com/content/dam/rcq/car/58/35/02/583502.png,48,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6048317,Juste un Clou bracelet,7300,https://www.cartier.com/content/dam/rcq/car/58/48/42/584842.png,32,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6048517,Juste un Clou bracelet,11800,https://www.cartier.com/content/dam/rcq/car/59/16/74/591674.png,23,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6048617,Juste un Clou bracelet,11800,https://www.cartier.com/content/dam/rcq/car/67/72/87/677287.png,12,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 N6707317,Juste un Clou bracelet,46700,https://www.cartier.com/content/dam/rcq/car/67/72/96/677296.png,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6048717,Juste un Clou bracelet,12600,https://www.cartier.com/content/dam/rcq/car/58/55/13/585513.png,50,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6062617,Juste un Clou bracelet SM,3050,https://www.cartier.com/content/dam/rcq/car/17/02/55/3/1702553.png,50,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 N6708617,Juste un Clou bracelet,81000,https://www.cartier.com/content/dam/rcq/car/96/67/65/966765.png,27,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6709817,Juste un Clou bracelet,43600,https://www.cartier.com/content/dam/rcq/car/10/22/51/6/1022516.png,26,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6062517,Juste un Clou bracelet SM,3050,https://www.cartier.com/content/dam/rcq/car/17/02/55/2/1702552.png,6,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6708417,Juste un Clou bracelet,21200,https://www.cartier.com/content/dam/rcq/car/90/24/09/902409.png,42,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6708517,Juste un Clou bracelet,22700,https://www.cartier.com/content/dam/rcq/car/91/73/58/917358.png,18,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 N6702117,Juste un Clou bracelet,43600,https://www.cartier.com/content/dam/rcq/car/13/45/21/0/1345210.png,49,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6039317,Juste un Clou bracelet,35900,https://www.cartier.com/content/dam/rcq/car/59/06/19/590619.png,9,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6039717,Juste un Clou bracelet,35900,https://www.cartier.com/content/dam/rcq/car/58/31/84/583184.png,18,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 HP601192,Juste un Clou bracelet,312000,https://www.cartier.com/content/dam/rcq/car/59/05/32/590532.png,49,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 H6004717,Juste un Clou bracelet,331000,https://www.cartier.com/content/dam/rcq/car/73/63/49/736349.png,7,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6021300,Santos de Cartier bracelet,3150,https://www.cartier.com/content/dam/rcq/car/58/86/69/588669.png,36,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6021400,Santos de Cartier bracelet,3350,https://www.cartier.com/content/dam/rcq/car/59/00/34/590034.png,9,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6065417,Maillon Panthère bracelet,6350,https://www.cartier.com/content/dam/rcq/car/18/11/96/2/1811962.png,10,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6065617,Maillon Panthère bracelet,10600,https://www.cartier.com/content/dam/rcq/car/18/11/96/3/1811963.png,37,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 N6701000,"Maillon Panthère thin bracelet, 3 diamond-paved rows",39700,https://www.cartier.com/content/dam/rcq/car/58/79/21/587921.png,8,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6063817,Ecrou de Cartier bracelet,6600,https://www.cartier.com/content/dam/rcq/car/16/41/70/7/1641707.png,28,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B6049617,Ecrou de Cartier bracelet,7050,https://www.cartier.com/content/dam/rcq/car/10/57/68/8/1057688.png,3,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6049517,Ecrou de Cartier bracelet,6600,https://www.cartier.com/content/dam/rcq/car/10/57/68/6/1057686.png,46,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6714517,Ecrou de Cartier bracelet,18700,https://www.cartier.com/content/dam/rcq/car/18/25/31/5/1825315.png,28,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6064417,Ecrou de Cartier bracelet,7050,https://www.cartier.com/content/dam/rcq/car/17/93/96/8/1793968.png,15,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6040200,Symbols bracelet,2200,https://www.cartier.com/content/dam/rcq/car/59/08/42/590842.png,36,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6040400,Symbols bracelet,2360,https://www.cartier.com/content/dam/rcq/car/58/33/64/583364.png,36,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 N6713817,Agrafe bracelet,21200,https://www.cartier.com/content/dam/rcq/car/16/50/03/3/1650033.png,37,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6713917,Agrafe bracelet,33600,https://www.cartier.com/content/dam/rcq/car/16/49/59/1/1649591.png,11,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 H6020016,Agrafe bracelet,96000,https://www.cartier.com/content/dam/rcq/car/14/37/32/9/1437329.png,16,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 H6001317,Agrafe bracelet,58500,https://www.cartier.com/content/dam/rcq/car/58/33/46/583346.png,10,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 H6020116,Agrafe bracelet,89500,https://www.cartier.com/content/dam/rcq/car/14/37/33/0/1437330.png,47,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 H6020117,Agrafe bracelet,89500,https://www.cartier.com/content/dam/rcq/car/14/37/33/0/1437330.png,42,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 H6032417,Pluie de Cartier bracelet,137000,https://www.cartier.com/content/dam/rcq/car/19/05/86/9/1905869.png,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 HP601053,Agrafe cuff bracelet,247000,https://www.cartier.com/content/dam/rcq/car/66/28/58/662858.png,38,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 HP601087,Agrafe cuff bracelet,247000,https://www.cartier.com/content/dam/rcq/car/58/66/96/586696.png,44,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 H6024217,Pluie de Cartier bracelet,114000,https://www.cartier.com/content/dam/rcq/car/18/11/95/7/1811957.png,15,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B6065217,Clash de Cartier bracelet Medium Model,8750,https://www.cartier.com/content/dam/rcq/car/19/15/80/9/1915809.png,27,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6065117,Clash de Cartier bracelet Small Model,6600,https://www.cartier.com/content/dam/rcq/car/19/15/80/6/1915806.png,46,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B6065717,Clash de Cartier bracelet Medium Model,9350,https://www.cartier.com/content/dam/rcq/car/20/25/60/3/2025603.png,41,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 N6715017,Clash de Cartier bracelet Diamonds,25500,https://www.cartier.com/content/dam/rcq/car/19/15/81/4/1915814.png,13,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 N6718417,Clash de Cartier bracelet Large Model,56000,https://www.cartier.com/content/dam/rcq/car/19/80/12/1/1980121.png,27,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B3047200,"Amulette de Cartier necklace, XS model",1900,https://www.cartier.com/content/dam/rcq/car/13/61/33/9/1361339.png,6,adjustable,38-41 cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7224550,"Amulette de Cartier necklace, XS model",2180,https://www.cartier.com/content/dam/rcq/car/13/61/41/7/1361417.png,46,adjustable,38-41 cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7224558,"Amulette de Cartier necklace, small model",3650,https://www.cartier.com/content/dam/rcq/car/13/61/34/1/1361341.png,17,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7224542,"Amulette de Cartier necklace, small model",4200,https://www.cartier.com/content/dam/rcq/car/13/61/41/3/1361413.png,8,600,60 cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7212400,Love necklace,2160,https://www.cartier.com/content/dam/rcq/car/13/61/36/9/1361369.png,37,440,440mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B7014600,"Love necklace, 3 diamonds",4250,https://www.cartier.com/content/dam/rcq/car/13/61/35/1/1361351.png,38,380-420,420mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B7212300,Love necklace,2160,https://www.cartier.com/content/dam/rcq/car/13/61/36/8/1361368.png,3,440,440mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7219500,"Love necklace, 2 diamonds",2230,https://www.cartier.com/content/dam/rcq/car/13/61/38/2/1361382.png,48,380-420,392 mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B7224509,"Love necklace, 2 diamonds",2230,https://www.cartier.com/content/dam/rcq/car/13/65/77/7/1365777.png,18,380-420,392mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7212500,Love necklace,2310,https://www.cartier.com/content/dam/rcq/car/13/61/37/0/1361370.png,13,440,440mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B7219400,"Love necklace, 2 diamonds",2390,https://www.cartier.com/content/dam/rcq/car/13/61/38/1/1361381.png,38,380-420,392 mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B7014200,Love necklace,3050,https://www.cartier.com/content/dam/rcq/car/13/61/34/7/1361347.png,0,380-420,420mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B7014400,Love necklace,3050,https://www.cartier.com/content/dam/rcq/car/13/61/34/9/1361349.png,11,380-420,420mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7219700,"Love necklace, 6 diamonds",3150,https://www.cartier.com/content/dam/rcq/car/13/61/38/3/1361383.png,27,370,370mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B7014300,Love necklace,3250,https://www.cartier.com/content/dam/rcq/car/13/61/34/8/1361348.png,44,380-420,420mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B7014500,"Love necklace, 3 diamonds",4000,https://www.cartier.com/content/dam/rcq/car/13/61/35/0/1361350.png,48,380-420,420mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B7014700,"Love necklace, 3 diamonds",4000,https://www.cartier.com/content/dam/rcq/car/13/61/35/2/1361352.png,50,380-420,420mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7013800,"Love necklace, diamonds",4200,https://www.cartier.com/content/dam/rcq/car/13/61/34/5/1361345.png,27,380-420,420 mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B7013900,"Love necklace, diamonds",4200,https://www.cartier.com/content/dam/rcq/car/13/61/34/6/1361346.png,30,380-420,420mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7013700,"Love necklace, diamonds",4500,https://www.cartier.com/content/dam/rcq/car/13/61/34/4/1361344.png,9,380-420,420 mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B7224528,Love necklace,5050,https://www.cartier.com/content/dam/rcq/car/14/48/15/4/1448154.png,11,380-420,420 mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7216300,"Love necklace, diamond-paved",5400,https://www.cartier.com/content/dam/rcq/car/13/65/87/6/1365876.png,3,380-420,380mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B7058400,"Love necklace, diamond-paved",7450,https://www.cartier.com/content/dam/rcq/car/13/61/35/7/1361357.png,41,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 B7224527,Love necklace,7450,https://www.cartier.com/content/dam/rcq/car/90/23/82/902382.png,41,380-420,420mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 B7058000,"Love necklace, diamond-paved",8000,https://www.cartier.com/content/dam/rcq/car/13/61/35/6/1361356.png,39,380-420,420mm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 H7000320,Cactus de Cartier Necklace,263000,https://www.cartier.com/content/dam/rcq/car/16/49/63/5/1649635.png,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 H7000156,Cactus de Cartier Necklace,342000,https://www.cartier.com/content/dam/rcq/car/10/54/18/9/1054189.png,8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 N7424212,Panthère de Cartier necklace,82500,https://www.cartier.com/content/dam/rcq/car/13/61/62/7/1361627.png,42,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 B7224538,Panthère de Cartier necklace,9350,https://www.cartier.com/content/dam/rcq/car/16/48/36/9/1648369.png,48,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
 B7224539,Panthère de Cartier necklace,9350,https://www.cartier.com/content/dam/rcq/car/16/48/36/9/1648369.png,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
 B7224737,Panthère de Cartier necklace,9350,https://www.cartier.com/content/dam/rcq/car/16/49/63/3/1649633.png,16,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 B7224738,Panthère de Cartier necklace,9350,https://www.cartier.com/content/dam/rcq/car/16/49/60/0/1649600.png,35,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 N7424210,Panthère de Cartier necklace,18400,https://www.cartier.com/content/dam/rcq/car/13/61/62/5/1361625.png,23,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 N7424121,Panthère de Cartier necklace,24000,https://www.cartier.com/content/dam/rcq/car/13/66/43/5/1366435.png,40,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
